mir,disease
hsa-mir-204,Prostatic Neoplasms
hsa-mir-204,Diabetic Nephropathies
hsa-mir-204,Breast Neoplasms
hsa-mir-204,Mouth Neoplasms
hsa-mir-204,Nasopharyngeal Carcinoma
hsa-mir-204,"Mammary Neoplasms, Experimental"
hsa-mir-204,"Neoplasms, Glandular and Epithelial"
hsa-mir-204,"Carcinoma, Ovarian Epithelial"
hsa-mir-204,Cholangiocarcinoma
hsa-mir-204,"Carcinoma, Papillary"
hsa-mir-204,Maxillary Neoplasms
hsa-mir-204,Esophageal Squamous Cell Carcinoma
hsa-mir-204,Zika Virus Infection
hsa-mir-204,"Hypertrophy, Right Ventricular"
hsa-mir-204,Brain Neoplasms
hsa-mir-204,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-204,Head and Neck Neoplasms
hsa-mir-204,Myocardial Infarction
hsa-mir-204,Nerve Sheath Neoplasms
hsa-mir-204,Carcinoma
hsa-mir-204,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-205,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-205,Endometrial Neoplasms
hsa-mir-205,Uterine Diseases
hsa-mir-205,"Carcinoma, Hepatocellular"
hsa-mir-205,Myelodysplastic Syndromes
hsa-mir-205,"Carcinoma, Renal Cell"
hsa-mir-205,Cleft Palate
hsa-mir-205,Neoplasm Invasiveness
hsa-mir-205,Colonic Neoplasms
hsa-mir-205,"Aortic Aneurysm, Abdominal"
hsa-mir-205,"Thyroid Carcinoma, Anaplastic"
hsa-mir-205,Thyroid Neoplasms
hsa-mir-205,"Thyroid Cancer, Papillary"
hsa-mir-205,Stomach Neoplasms
hsa-mir-205,Endometriosis
hsa-mir-205,Nevus
hsa-mir-205,Retinal Neovascularization
hsa-mir-205,Osteosarcoma
hsa-mir-205,"Neuroma, Acoustic"
hsa-mir-205,Erectile Dysfunction
hsa-mir-205,Triple Negative Breast Neoplasms
hsa-mir-205,Esophageal Neoplasms
hsa-mir-205,Chlamydia Infections
hsa-mir-205,Cleft Lip
hsa-mir-205,Nasopharyngeal Neoplasms
hsa-mir-205,Adenocarcinoma
hsa-mir-205,"Neoplasm Recurrence, Local"
hsa-mir-205,Venous Thrombosis
hsa-mir-205,"Carcinoma, Basal Cell"
hsa-mir-205,Pancreatic Neoplasms
hsa-mir-205,Carcinogenesis
hsa-mir-205,Colorectal Neoplasms
hsa-mir-205,Adrenocortical Carcinoma
hsa-mir-205,Keloid
hsa-mir-205,Neuroblastoma
hsa-mir-205,Glioma
hsa-mir-205,Diabetic Foot
hsa-mir-205,Kidney Neoplasms
hsa-mir-205,Neoplasm Metastasis
hsa-mir-205,Skin Neoplasms
hsa-mir-205,"Adenocarcinoma, Mucinous"
hsa-mir-205,Diabetic Retinopathy
hsa-mir-205,Melanoma
hsa-mir-205,Lung Neoplasms
hsa-mir-205,"Carcinoma, Squamous Cell"
hsa-mir-205,Bone Neoplasms
hsa-mir-205,Ovarian Neoplasms
hsa-mir-205,Liver Neoplasms
hsa-mir-205,Urinary Bladder Neoplasms
hsa-mir-205,Pituitary Neoplasms
hsa-mir-205,"Telangiectasia, Hereditary Hemorrhagic"
hsa-mir-205,Uterine Cervical Neoplasms
hsa-mir-205,"Diabetes Mellitus, Experimental"
hsa-mir-205,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-205,"Cell Transformation, Neoplastic"
hsa-mir-205,Glioblastoma
hsa-mir-205,"Carcinoma, Adenosquamous"
hsa-mir-205,Squamous Cell Carcinoma of Head and Neck
hsa-mir-205,Lymphatic Metastasis
hsa-mir-205,Diabetes Complications
hsa-mir-205,"Carcinoma, Endometrioid"
hsa-mir-205,Adenocarcinoma of Lung
hsa-mir-205,Gallbladder Neoplasms
hsa-mir-205,Prostatic Neoplasms
hsa-mir-205,Breast Neoplasms
hsa-mir-205,Pulmonary Fibrosis
hsa-mir-205,Silicosis
hsa-mir-205,Mouth Neoplasms
hsa-mir-205,Nasopharyngeal Carcinoma
hsa-mir-205,"Mammary Neoplasms, Experimental"
hsa-mir-205,"Neoplasms, Glandular and Epithelial"
hsa-mir-205,"Carcinoma, Ovarian Epithelial"
hsa-mir-205,"Carcinoma, Papillary"
hsa-mir-205,Periodontitis
hsa-mir-205,Esophageal Squamous Cell Carcinoma
hsa-mir-205,Mesothelioma
hsa-mir-205,Brain Neoplasms
hsa-mir-205,Head and Neck Neoplasms
hsa-mir-205,Dermatofibrosarcoma
hsa-mir-205,Carcinoma
hsa-mir-205,Laryngeal Neoplasms
hsa-mir-205,Heart Failure
hsa-mir-205,Dog Diseases
hsa-mir-205,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-210,Endometrial Neoplasms
hsa-mir-210,Atherosclerosis
hsa-mir-210,"Carcinoma, Hepatocellular"
hsa-mir-210,Myelodysplastic Syndromes
hsa-mir-210,"Carcinoma, Renal Cell"
hsa-mir-210,Neoplasm Invasiveness
hsa-mir-210,Colonic Neoplasms
hsa-mir-210,Atrial Fibrillation
hsa-mir-210,Stomach Neoplasms
hsa-mir-210,Endometriosis
hsa-mir-210,Arteriosclerosis Obliterans
hsa-mir-210,Osteosarcoma
hsa-mir-210,Triple Negative Breast Neoplasms
hsa-mir-210,"Infarction, Middle Cerebral Artery"
hsa-mir-210,Choriocarcinoma
hsa-mir-210,Esophageal Neoplasms
hsa-mir-210,Acute Lung Injury
hsa-mir-210,Ischemic Stroke
hsa-mir-210,"Colitis, Ulcerative"
hsa-mir-210,Acute Kidney Injury
hsa-mir-210,Nasopharyngeal Neoplasms
hsa-mir-210,Adenocarcinoma
hsa-mir-210,beta-Thalassemia
hsa-mir-210,Bile Duct Neoplasms
hsa-mir-210,HIV Infections
hsa-mir-210,"Liver Neoplasms, Experimental"
hsa-mir-210,Pancreatic Neoplasms
hsa-mir-210,Neurofibroma
hsa-mir-210,Diabetic Angiopathies
hsa-mir-210,Colorectal Neoplasms
hsa-mir-210,Carcinogenesis
hsa-mir-210,"Diabetes, Gestational"
hsa-mir-210,Glioma
hsa-mir-210,Familial Primary Pulmonary Hypertension
hsa-mir-210,"Mammary Neoplasms, Animal"
hsa-mir-210,Reperfusion Injury
hsa-mir-210,Kidney Neoplasms
hsa-mir-210,Osteoporosis
hsa-mir-210,Neoplasm Metastasis
hsa-mir-210,Skin Neoplasms
hsa-mir-210,Melanoma
hsa-mir-210,Lung Neoplasms
hsa-mir-210,Bone Neoplasms
hsa-mir-210,"Carcinoma, Squamous Cell"
hsa-mir-210,Ovarian Neoplasms
hsa-mir-210,Liver Neoplasms
hsa-mir-210,Parkinson Disease
hsa-mir-210,Pregnancy Complications
hsa-mir-210,"Sarcoma, Kaposi"
hsa-mir-210,Urinary Bladder Neoplasms
hsa-mir-210,Carotid Artery Diseases
hsa-mir-210,Oropharyngeal Neoplasms
hsa-mir-210,Uterine Cervical Neoplasms
hsa-mir-210,"Diabetes Mellitus, Experimental"
hsa-mir-210,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-210,Sepsis
hsa-mir-210,"Cell Transformation, Neoplastic"
hsa-mir-210,Glioblastoma
hsa-mir-210,"Hypertension, Pulmonary"
hsa-mir-210,Squamous Cell Carcinoma of Head and Neck
hsa-mir-210,Lymphatic Metastasis
hsa-mir-210,"Osteoarthritis, Knee"
hsa-mir-210,Osteoarthritis
hsa-mir-210,Psoriasis
hsa-mir-210,Hemangioma
hsa-mir-210,"Osteoporosis, Postmenopausal"
hsa-mir-210,Adenocarcinoma of Lung
hsa-mir-210,"Diabetes Mellitus, Type 2"
hsa-mir-210,Brain Infarction
hsa-mir-210,"Leukemia, Myeloid, Acute"
hsa-mir-210,Otitis Media with Effusion
hsa-mir-210,Prostatic Neoplasms
hsa-mir-210,Parkinsonian Disorders
hsa-mir-210,Siderosis
hsa-mir-210,Breast Neoplasms
hsa-mir-210,Pulmonary Fibrosis
hsa-mir-210,Pneumonia
hsa-mir-210,Mouth Neoplasms
hsa-mir-210,Nasopharyngeal Carcinoma
hsa-mir-210,Obesity
hsa-mir-210,"Neoplasms, Glandular and Epithelial"
hsa-mir-210,Intervertebral Disc Degeneration
hsa-mir-210,Autoimmune Diseases
hsa-mir-210,"Carcinoma, Ovarian Epithelial"
hsa-mir-210,Cholangiocarcinoma
hsa-mir-210,Pre-Eclampsia
hsa-mir-210,Neurilemmoma
hsa-mir-210,Carotid Stenosis
hsa-mir-210,Idiopathic Pulmonary Fibrosis
hsa-mir-210,Esophageal Squamous Cell Carcinoma
hsa-mir-210,Myocardial Ischemia
hsa-mir-210,Brain Neoplasms
hsa-mir-210,Ischemia
hsa-mir-210,Myocardial Infarction
hsa-mir-210,Head and Neck Neoplasms
hsa-mir-210,Laryngeal Neoplasms
hsa-mir-210,Carcinoma
hsa-mir-210,Stroke
hsa-mir-210,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-214,Endometrial Neoplasms
hsa-mir-214,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-214,Atherosclerosis
hsa-mir-214,Hypopharyngeal Neoplasms
hsa-mir-214,"Carcinoma, Hepatocellular"
hsa-mir-214,Huntington Disease
hsa-mir-214,"Carcinoma, Renal Cell"
hsa-mir-214,Neoplasm Invasiveness
hsa-mir-214,Colonic Neoplasms
hsa-mir-214,Kidney Diseases
hsa-mir-214,"Carcinoma, Pancreatic Ductal"
hsa-mir-214,Atrial Fibrillation
hsa-mir-214,Monoclonal Gammopathy of Undetermined Significance
hsa-mir-214,"Thyroid Cancer, Papillary"
hsa-mir-214,Peritoneal Neoplasms
hsa-mir-214,Retinoblastoma
hsa-mir-214,Endometriosis
hsa-mir-214,Stomach Neoplasms
hsa-mir-214,Osteosarcoma
hsa-mir-214,Cardiomegaly
hsa-mir-214,Triple Negative Breast Neoplasms
hsa-mir-214,Myocarditis
hsa-mir-214,Albuminuria
hsa-mir-214,Esophageal Neoplasms
hsa-mir-214,Polycystic Kidney Diseases
hsa-mir-214,"Colitis, Ulcerative"
hsa-mir-214,"Carcinoma, Neuroendocrine"
hsa-mir-214,Hirschsprung Disease
hsa-mir-214,"Kidney Failure, Chronic"
hsa-mir-214,Nasopharyngeal Neoplasms
hsa-mir-214,Vasculitis
hsa-mir-214,Adenocarcinoma
hsa-mir-214,"Cystitis, Interstitial"
hsa-mir-214,"Neoplasm Recurrence, Local"
hsa-mir-214,Cataract
hsa-mir-214,Bile Duct Neoplasms
hsa-mir-214,Proteinuria
hsa-mir-214,"Neoplasms, Germ Cell and Embryonal"
hsa-mir-214,Pancreatic Neoplasms
hsa-mir-214,Carcinogenesis
hsa-mir-214,Colorectal Neoplasms
hsa-mir-214,Chemical and Drug Induced Liver Injury
hsa-mir-214,Keloid
hsa-mir-214,Tongue Neoplasms
hsa-mir-214,"Renal Insufficiency, Chronic"
hsa-mir-214,Rhabdomyosarcoma
hsa-mir-214,Brain Ischemia
hsa-mir-214,Diabetic Cardiomyopathies
hsa-mir-214,Glioma
hsa-mir-214,Ureteral Obstruction
hsa-mir-214,Familial Primary Pulmonary Hypertension
hsa-mir-214,Heart Valve Diseases
hsa-mir-214,Coxsackievirus Infections
hsa-mir-214,Reperfusion Injury
hsa-mir-214,Kidney Neoplasms
hsa-mir-214,Osteoporosis
hsa-mir-214,Neoplasm Metastasis
hsa-mir-214,Skin Neoplasms
hsa-mir-214,Liver Cirrhosis
hsa-mir-214,Melanoma
hsa-mir-214,Lung Neoplasms
hsa-mir-214,"Carcinoma, Squamous Cell"
hsa-mir-214,Bone Neoplasms
hsa-mir-214,Ovarian Neoplasms
hsa-mir-214,Liver Neoplasms
hsa-mir-214,Urinary Bladder Neoplasms
hsa-mir-214,Uterine Cervical Neoplasms
hsa-mir-214,"Diabetes Mellitus, Experimental"
hsa-mir-214,Lung Injury
hsa-mir-214,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-214,Sepsis
hsa-mir-214,"Cell Transformation, Neoplastic"
hsa-mir-214,Teratocarcinoma
hsa-mir-214,Squamous Cell Carcinoma of Head and Neck
hsa-mir-214,"Hypertension, Pulmonary"
hsa-mir-214,Lymphatic Metastasis
hsa-mir-214,Osteoarthritis
hsa-mir-214,Retinal Neoplasms
hsa-mir-214,Psoriasis
hsa-mir-214,"Osteoporosis, Postmenopausal"
hsa-mir-214,Adenocarcinoma of Lung
hsa-mir-214,Gallbladder Neoplasms
hsa-mir-214,"Diabetes Mellitus, Type 2"
hsa-mir-214,Peritoneal Fibrosis
hsa-mir-214,Brain Infarction
hsa-mir-214,"Leukemia, Myeloid, Acute"
hsa-mir-214,"Muscular Dystrophy, Duchenne"
hsa-mir-214,Diabetic Nephropathies
hsa-mir-214,Prostatic Neoplasms
hsa-mir-214,Calcinosis
hsa-mir-214,Aortic Valve Stenosis
hsa-mir-214,Breast Neoplasms
hsa-mir-214,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-214,Mouth Neoplasms
hsa-mir-214,Ovarian Diseases
hsa-mir-214,Nasopharyngeal Carcinoma
hsa-mir-214,Diabetic Neuropathies
hsa-mir-214,Cholangiocarcinoma
hsa-mir-214,Intestinal Neoplasms
hsa-mir-214,"Carcinoma, Papillary"
hsa-mir-214,Pre-Eclampsia
hsa-mir-214,Carotid Stenosis
hsa-mir-214,Hepatitis E
hsa-mir-214,Esophageal Squamous Cell Carcinoma
hsa-mir-214,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-214,Periodontitis
hsa-mir-214,Mesothelioma
hsa-mir-214,Brain Neoplasms
hsa-mir-214,Multiple Myeloma
hsa-mir-214,Head and Neck Neoplasms
hsa-mir-214,Testicular Neoplasms
hsa-mir-214,Carcinoma
hsa-mir-214,"Spondylitis, Ankylosing"
hsa-mir-214,Spinal Cord Injuries
hsa-mir-214,Heart Failure
hsa-mir-214,Stroke
hsa-mir-214,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-221,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-221,"Neoplasms, Hormone-Dependent"
hsa-mir-221,Atherosclerosis
hsa-mir-221,"Carcinoma, Hepatocellular"
hsa-mir-221,"Hepatitis C, Chronic"
hsa-mir-221,"Carcinoma, Renal Cell"
hsa-mir-221,Neoplasm Invasiveness
hsa-mir-221,Colonic Neoplasms
hsa-mir-221,"Carcinoma, Pancreatic Ductal"
hsa-mir-221,Vascular Diseases
hsa-mir-221,Thyroid Neoplasms
hsa-mir-221,"Thyroid Cancer, Papillary"
hsa-mir-221,Rhabdoid Tumor
hsa-mir-221,Stomach Neoplasms
hsa-mir-221,Endometriosis
hsa-mir-221,Retinoblastoma
hsa-mir-221,Astrocytoma
hsa-mir-221,Respiratory Distress Syndrome
hsa-mir-221,"Cholestasis, Intrahepatic"
hsa-mir-221,Spinal Cord Ischemia
hsa-mir-221,Osteosarcoma
hsa-mir-221,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-221,Cardiomegaly
hsa-mir-221,Triple Negative Breast Neoplasms
hsa-mir-221,Helicobacter Infections
hsa-mir-221,"Infarction, Middle Cerebral Artery"
hsa-mir-221,Hyperglycemia
hsa-mir-221,Esophageal Neoplasms
hsa-mir-221,Acute Lung Injury
hsa-mir-221,Ischemic Stroke
hsa-mir-221,Hepatitis B
hsa-mir-221,Hirschsprung Disease
hsa-mir-221,Adenocarcinoma
hsa-mir-221,Mastitis
hsa-mir-221,Cerebellar Neoplasms
hsa-mir-221,"Neoplasm Recurrence, Local"
hsa-mir-221,MPTP Poisoning
hsa-mir-221,"Depressive Disorder, Major"
hsa-mir-221,Bile Duct Neoplasms
hsa-mir-221,HIV Infections
hsa-mir-221,"Liver Neoplasms, Experimental"
hsa-mir-221,"Neoplasms, Germ Cell and Embryonal"
hsa-mir-221,Pancreatic Neoplasms
hsa-mir-221,Neurodegenerative Diseases
hsa-mir-221,Carcinogenesis
hsa-mir-221,Colorectal Neoplasms
hsa-mir-221,"Arthritis, Rheumatoid"
hsa-mir-221,Neuroblastoma
hsa-mir-221,Enterocolitis
hsa-mir-221,Brain Ischemia
hsa-mir-221,Glioma
hsa-mir-221,"Mammary Neoplasms, Animal"
hsa-mir-221,Reperfusion Injury
hsa-mir-221,"Adenocarcinoma, Follicular"
hsa-mir-221,Kidney Neoplasms
hsa-mir-221,Osteoporosis
hsa-mir-221,Neoplasm Metastasis
hsa-mir-221,Skin Neoplasms
hsa-mir-221,Cytomegalovirus Infections
hsa-mir-221,Asthma
hsa-mir-221,Diabetic Retinopathy
hsa-mir-221,Liver Cirrhosis
hsa-mir-221,Melanoma
hsa-mir-221,Lung Neoplasms
hsa-mir-221,Bone Neoplasms
hsa-mir-221,"Carcinoma, Squamous Cell"
hsa-mir-221,Pregnancy Complications
hsa-mir-221,Liver Neoplasms
hsa-mir-221,Ovarian Neoplasms
hsa-mir-221,"Sarcoma, Kaposi"
hsa-mir-221,Urinary Bladder Neoplasms
hsa-mir-221,Uterine Cervical Neoplasms
hsa-mir-221,"Diabetes Mellitus, Experimental"
hsa-mir-221,"Neoplasms, Experimental"
hsa-mir-221,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-221,"Cell Transformation, Neoplastic"
hsa-mir-221,Sepsis
hsa-mir-221,Glioblastoma
hsa-mir-221,"Obesity, Maternal"
hsa-mir-221,"Neuroectodermal Tumors, Primitive"
hsa-mir-221,Squamous Cell Carcinoma of Head and Neck
hsa-mir-221,Lymphatic Metastasis
hsa-mir-221,Medulloblastoma
hsa-mir-221,"Lupus Erythematosus, Systemic"
hsa-mir-221,Osteoarthritis
hsa-mir-221,Leukemia
hsa-mir-221,"Influenza, Human"
hsa-mir-221,"Osteoporosis, Postmenopausal"
hsa-mir-221,"Shock, Septic"
hsa-mir-221,"Diabetes Mellitus, Type 2"
hsa-mir-221,"Arthritis, Gouty"
hsa-mir-221,Prostatic Neoplasms
hsa-mir-221,Gastrointestinal Stromal Tumors
hsa-mir-221,Diabetic Nephropathies
hsa-mir-221,Aortic Valve Stenosis
hsa-mir-221,"Neoplasms, Multiple Primary"
hsa-mir-221,Breast Neoplasms
hsa-mir-221,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-221,Mouth Neoplasms
hsa-mir-221,Colitis
hsa-mir-221,"Mammary Neoplasms, Experimental"
hsa-mir-221,Obesity
hsa-mir-221,"Neoplasms, Glandular and Epithelial"
hsa-mir-221,Intervertebral Disc Degeneration
hsa-mir-221,Cholangiocarcinoma
hsa-mir-221,"Carcinoma, Ovarian Epithelial"
hsa-mir-221,"Carcinoma, Papillary"
hsa-mir-221,Pre-Eclampsia
hsa-mir-221,Idiopathic Pulmonary Fibrosis
hsa-mir-221,"Carcinoma, Ductal, Breast"
hsa-mir-221,"Infertility, Female"
hsa-mir-221,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-221,Cardiomyopathies
hsa-mir-221,Brain Neoplasms
hsa-mir-221,Photosensitivity Disorders
hsa-mir-221,Multiple Myeloma
hsa-mir-221,Laryngeal Neoplasms
hsa-mir-221,Carcinoma
hsa-mir-221,"Melanoma, Experimental"
hsa-mir-221,"Spondylitis, Ankylosing"
hsa-mir-221,Heart Failure
hsa-mir-221,Teratoma
hsa-mir-221,Dog Diseases
hsa-mir-221,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-222,Endometrial Neoplasms
hsa-mir-222,"Carcinoma, Adenoid Cystic"
hsa-mir-222,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-222,"Neoplasms, Hormone-Dependent"
hsa-mir-222,"Carcinoma, Hepatocellular"
hsa-mir-222,Neoplasm Invasiveness
hsa-mir-222,Colonic Neoplasms
hsa-mir-222,"Carcinoma, Pancreatic Ductal"
hsa-mir-222,Thyroid Neoplasms
hsa-mir-222,"Thyroid Cancer, Papillary"
hsa-mir-222,Stomach Neoplasms
hsa-mir-222,Retinoblastoma
hsa-mir-222,Osteosarcoma
hsa-mir-222,Myocarditis
hsa-mir-222,Helicobacter Infections
hsa-mir-222,Hyperglycemia
hsa-mir-222,Coronary Artery Disease
hsa-mir-222,"Colitis, Ulcerative"
hsa-mir-222,Nasopharyngeal Neoplasms
hsa-mir-222,Adenocarcinoma
hsa-mir-222,Cerebellar Neoplasms
hsa-mir-222,"Neoplasm Recurrence, Local"
hsa-mir-222,HIV Infections
hsa-mir-222,Pancreatic Neoplasms
hsa-mir-222,Carcinogenesis
hsa-mir-222,Colorectal Neoplasms
hsa-mir-222,Tongue Neoplasms
hsa-mir-222,"Arthritis, Rheumatoid"
hsa-mir-222,Glioma
hsa-mir-222,"Mammary Neoplasms, Animal"
hsa-mir-222,Coxsackievirus Infections
hsa-mir-222,Neoplasm Metastasis
hsa-mir-222,Skin Neoplasms
hsa-mir-222,Liver Cirrhosis
hsa-mir-222,Melanoma
hsa-mir-222,Lung Neoplasms
hsa-mir-222,Bone Neoplasms
hsa-mir-222,"Carcinoma, Squamous Cell"
hsa-mir-222,Ovarian Neoplasms
hsa-mir-222,Liver Neoplasms
hsa-mir-222,"Sarcoma, Kaposi"
hsa-mir-222,Urinary Bladder Neoplasms
hsa-mir-222,Uterine Cervical Neoplasms
hsa-mir-222,Polycystic Ovary Syndrome
hsa-mir-222,"Neoplasms, Experimental"
hsa-mir-222,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-222,"Cell Transformation, Neoplastic"
hsa-mir-222,Glioblastoma
hsa-mir-222,Squamous Cell Carcinoma of Head and Neck
hsa-mir-222,Medulloblastoma
hsa-mir-222,Retinal Neoplasms
hsa-mir-222,Adenocarcinoma of Lung
hsa-mir-222,Biliary Atresia
hsa-mir-222,Myocardial Reperfusion Injury
hsa-mir-222,"Leukemia, Myeloid, Acute"
hsa-mir-222,Prostatic Neoplasms
hsa-mir-222,Gastrointestinal Stromal Tumors
hsa-mir-222,Aortic Valve Stenosis
hsa-mir-222,Breast Neoplasms
hsa-mir-222,"Enterocolitis, Necrotizing"
hsa-mir-222,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-222,Mouth Neoplasms
hsa-mir-222,Nasopharyngeal Carcinoma
hsa-mir-222,Obesity
hsa-mir-222,"Neoplasms, Glandular and Epithelial"
hsa-mir-222,Intervertebral Disc Degeneration
hsa-mir-222,Arsenic Poisoning
hsa-mir-222,"Carcinoma, Ovarian Epithelial"
hsa-mir-222,"Carcinoma, Papillary"
hsa-mir-222,Uveal Neoplasms
hsa-mir-222,Cardiomyopathies
hsa-mir-222,Brain Neoplasms
hsa-mir-222,Head and Neck Neoplasms
hsa-mir-222,Myocardial Infarction
hsa-mir-222,Carcinoma
hsa-mir-222,Laryngeal Neoplasms
hsa-mir-222,"Melanoma, Experimental"
hsa-mir-222,Heart Failure
hsa-mir-222,Colitis
hsa-mir-222,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-223,"Lymphoma, Large B-Cell, Diffuse"
hsa-mir-223,Atherosclerosis
hsa-mir-223,"Carcinoma, Hepatocellular"
hsa-mir-223,"Liver Failure, Acute"
hsa-mir-223,Myelodysplastic Syndromes
hsa-mir-223,Giant Cell Tumor of Bone
hsa-mir-223,"Carcinoma, Renal Cell"
hsa-mir-223,Neoplasm Invasiveness
hsa-mir-223,Colonic Neoplasms
hsa-mir-223,"Carcinoma, Pancreatic Ductal"
hsa-mir-223,Atrial Fibrillation
hsa-mir-223,Thyroid Neoplasms
hsa-mir-223,"Thyroid Cancer, Papillary"
hsa-mir-223,Vulvar Neoplasms
hsa-mir-223,Stomach Neoplasms
hsa-mir-223,Endometriosis
hsa-mir-223,Respiratory Distress Syndrome
hsa-mir-223,Osteosarcoma
hsa-mir-223,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-223,Hyperglycemia
hsa-mir-223,Coronary Artery Disease
hsa-mir-223,Esophageal Neoplasms
hsa-mir-223,"Tuberculosis, Pulmonary"
hsa-mir-223,"Seizures, Febrile"
hsa-mir-223,Wound Infection
hsa-mir-223,Ischemic Stroke
hsa-mir-223,"Colitis, Ulcerative"
hsa-mir-223,Acute Kidney Injury
hsa-mir-223,Enteritis
hsa-mir-223,"Carcinoma, Intraductal, Noninfiltrating"
hsa-mir-223,Nasopharyngeal Neoplasms
hsa-mir-223,Adenocarcinoma
hsa-mir-223,beta-Thalassemia
hsa-mir-223,"Neoplasm Recurrence, Local"
hsa-mir-223,Venous Thrombosis
hsa-mir-223,Cataract
hsa-mir-223,"Leukemia, Monocytic, Acute"
hsa-mir-223,Prostatic Hyperplasia
hsa-mir-223,"Neoplasms, Germ Cell and Embryonal"
hsa-mir-223,Pancreatic Neoplasms
hsa-mir-223,Neurodegenerative Diseases
hsa-mir-223,"Lymphoma, Mantle-Cell"
hsa-mir-223,Colorectal Neoplasms
hsa-mir-223,Carcinogenesis
hsa-mir-223,Neuroblastoma
hsa-mir-223,Rhabdomyosarcoma
hsa-mir-223,Syphilis
hsa-mir-223,Diabetic Cardiomyopathies
hsa-mir-223,Nose Neoplasms
hsa-mir-223,Thromboangiitis Obliterans
hsa-mir-223,Glioma
hsa-mir-223,"Glomerulonephritis, IGA"
hsa-mir-223,Cystic Fibrosis
hsa-mir-223,Inflammatory Bowel Diseases
hsa-mir-223,Kidney Neoplasms
hsa-mir-223,Neoplasm Metastasis
hsa-mir-223,Pulmonary Arterial Hypertension
hsa-mir-223,Liver Cirrhosis
hsa-mir-223,Diabetic Retinopathy
hsa-mir-223,Lung Neoplasms
hsa-mir-223,"Carcinoma, Squamous Cell"
hsa-mir-223,Bone Neoplasms
hsa-mir-223,Ovarian Neoplasms
hsa-mir-223,Liver Neoplasms
hsa-mir-223,Urinary Bladder Neoplasms
hsa-mir-223,Staphylococcal Infections
hsa-mir-223,"Lymphoma, Extranodal NK-T-Cell"
hsa-mir-223,Uterine Cervical Neoplasms
hsa-mir-223,"Diabetes Mellitus, Experimental"
hsa-mir-223,"Ventricular Dysfunction, Right"
hsa-mir-223,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-223,"Cell Transformation, Neoplastic"
hsa-mir-223,Sepsis
hsa-mir-223,Glioblastoma
hsa-mir-223,"Hypertension, Pulmonary"
hsa-mir-223,Lymphatic Metastasis
hsa-mir-223,"Osteoarthritis, Knee"
hsa-mir-223,Leukemia
hsa-mir-223,"Influenza, Human"
hsa-mir-223,Psoriasis
hsa-mir-223,Down Syndrome
hsa-mir-223,Gallbladder Neoplasms
hsa-mir-223,"Diabetes Mellitus, Type 2"
hsa-mir-223,"Leukemia, Myeloid, Acute"
hsa-mir-223,"Arthritis, Gouty"
hsa-mir-223,Prostatic Neoplasms
hsa-mir-223,Breast Neoplasms
hsa-mir-223,Pulmonary Fibrosis
hsa-mir-223,Silicosis
hsa-mir-223,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-223,Pneumonia
hsa-mir-223,Alzheimer Disease
hsa-mir-223,Mouth Neoplasms
hsa-mir-223,Nasopharyngeal Carcinoma
hsa-mir-223,Obesity
hsa-mir-223,"Carcinoma, Ovarian Epithelial"
hsa-mir-223,Autoimmune Diseases
hsa-mir-223,Mastocytoma
hsa-mir-223,Periodontitis
hsa-mir-223,Osteolysis
hsa-mir-223,"Hypertrophy, Right Ventricular"
hsa-mir-223,Mesothelioma
hsa-mir-223,Brain Neoplasms
hsa-mir-223,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-223,Multiple Myeloma
hsa-mir-223,Myocardial Infarction
hsa-mir-223,"Lymphoma, T-Cell, Cutaneous"
hsa-mir-223,Testicular Neoplasms
hsa-mir-223,Mycosis Fungoides
hsa-mir-223,Carcinoma
hsa-mir-223,Laryngeal Neoplasms
hsa-mir-223,"Melanoma, Experimental"
hsa-mir-223,Heart Failure
hsa-mir-223,Colitis
hsa-mir-223,Stroke
